name,subname,url,holiday,nearest,genre,price_dinner,price_lunch,star,address,tel,reviews,bookmarks,menu_url,photo_out,photo_in
パティスリー かいと,（パティスリーカイト）,https://tabelog.com/osaka/A2705/A270502/27034004/,水曜・第３火曜　他に不定休あり,水間観音駅,ケーキ スイーツ（その他）,-,￥2000～￥2999,3.22,大阪府 泉南郡熊取町小谷北2-13-1 ,072-452-2233,23,500,https://tabelog.com/osaka/A2705/A270502/27034004/dtlmenu,https://tabelog.com/osaka/A2705/A270502/27034004/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270502/27034004/dtlphotolst/4/smp2
パティスリー モンシェール あべのハルカス店,,https://tabelog.com/osaka/A2701/A270203/27097256/,-,天王寺駅前駅,ケーキ,-,～￥999,3.22,大阪府 大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店 タワー館 B1F,06-6657-4499,20,193,https://tabelog.com/osaka/A2701/A270203/27097256/dtlmenu,https://tabelog.com/osaka/A2701/A270203/27097256/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270203/27097256/dtlphotolst/4/smp2
パティスリー ヴァンブラン,,https://tabelog.com/osaka/A2706/A270601/27011227/,水曜日,曽根駅,ケーキ,-,￥1000～￥1999,3.22,大阪府 豊中市長興寺南1-3-5-101 ,06-6866-6901,17,300,https://tabelog.com/osaka/A2706/A270601/27011227/dtlmenu,https://tabelog.com/osaka/A2706/A270601/27011227/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270601/27011227/dtlphotolst/4/smp2
パティスリー ベック シュクレ,（Pâtisserie Bec Sucré ）,https://tabelog.com/osaka/A2705/A270501/27085557/,水曜日,栂・美木多駅,ケーキ パン,-,￥1000～￥1999,3.21,大阪府 堺市南区原山台1-2-4 ,072-284-5522,37,2377,https://tabelog.com/osaka/A2705/A270501/27085557/dtlmenu,https://tabelog.com/osaka/A2705/A270501/27085557/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270501/27085557/dtlphotolst/4/smp2
パティスリー エルブランシュ,,https://tabelog.com/osaka/A2707/A270701/27077635/,不定休,古川橋駅,ケーキ カフェ,￥1000～￥1999,￥1000～￥1999,3.21,大阪府 門真市石原町1-1 ,06-6902-2244,19,2015,https://tabelog.com/osaka/A2707/A270701/27077635/dtlmenu,https://tabelog.com/osaka/A2707/A270701/27077635/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270701/27077635/dtlphotolst/4/smp2
パティスリー　モリタ,,https://tabelog.com/osaka/A2707/A270704/27054441/,不定休,四条畷駅,ケーキ 洋菓子（その他） ドーナツ,-,～￥999,3.21,大阪府 四條畷市楠公1丁目12-26 ,072-879-5734,19,265,https://tabelog.com/osaka/A2707/A270704/27054441/dtlmenu,https://tabelog.com/osaka/A2707/A270704/27054441/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270704/27054441/dtlphotolst/4/smp2
パティスリー・ソレイユ,（patisserie soleil）,https://tabelog.com/osaka/A2705/A270502/27043543/,無し,久米田駅,ケーキ その他,￥1000～￥1999,￥1000～￥1999,3.21,大阪府 岸和田市小松里町2305 ハイツ小松里1F,072-440-2700,19,425,https://tabelog.com/osaka/A2705/A270502/27043543/dtlmenu,https://tabelog.com/osaka/A2705/A270502/27043543/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270502/27043543/dtlphotolst/4/smp2
パティスリージャンゴ,（Patisserie ginkgo）,https://tabelog.com/osaka/A2701/A270201/27098441/,日曜定休,西大橋駅,ケーキ,-,～￥999,3.21,大阪府 大阪市西区新町1-24-14 新町マンション,06-6606-9455,18,3053,https://tabelog.com/osaka/A2701/A270201/27098441/dtlmenu,https://tabelog.com/osaka/A2701/A270201/27098441/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270201/27098441/dtlphotolst/4/smp2
パティスリーバロン 恵我ノ荘店,（patisserie BARON）,https://tabelog.com/osaka/A2708/A270801/27026486/,なし　（但し１月１日、２日、１２月２６日は休業）,恵我ノ荘駅,ケーキ カフェ 喫茶店,-,￥1000～￥1999,3.20,大阪府 羽曳野市南恵我之荘8-1-3 ,072-953-8800,25,560,https://tabelog.com/osaka/A2708/A270801/27026486/dtlmenu,https://tabelog.com/osaka/A2708/A270801/27026486/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2708/A270801/27026486/dtlphotolst/4/smp2
patisserie cri de coq,（クリ ド コック）,https://tabelog.com/osaka/A2706/A270603/27083726/,水曜日 第一木曜日,箕面駅,チョコレート ケーキ カフェ,￥1000～￥1999,￥1000～￥1999,3.20,大阪府 箕面市白島3-7-2 LA GARELLIA 1F,072-729-0285,21,1579,https://tabelog.com/osaka/A2706/A270603/27083726/dtlmenu,https://tabelog.com/osaka/A2706/A270603/27083726/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270603/27083726/dtlphotolst/4/smp2
パティスリー レタンセル,,https://tabelog.com/osaka/A2705/A270501/27114348/,不定休,堺市駅,ケーキ 洋菓子（その他）,～￥999,～￥999,3.20,大阪府 堺市北区東雲東町1-6-2 ,072-242-8558,12,365,https://tabelog.com/osaka/A2705/A270501/27114348/dtlmenu,https://tabelog.com/osaka/A2705/A270501/27114348/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270501/27114348/dtlphotolst/4/smp2
パティスリー アン・スリール,（patisserie Un Sourire）,https://tabelog.com/osaka/A2705/A270503/27055541/,不定休（詳細はＨＰでお知らせしてくれます）,泉佐野駅,ケーキ カフェ,-,～￥999,3.19,大阪府 泉佐野市市場西1-1-11 ,072-493-3485,15,334,https://tabelog.com/osaka/A2705/A270503/27055541/dtlmenu,https://tabelog.com/osaka/A2705/A270503/27055541/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270503/27055541/dtlphotolst/4/smp2
パティスリー　リョウ,,https://tabelog.com/osaka/A2707/A270705/27019551/,水曜,久宝寺駅,ケーキ,-,￥1000～￥1999,3.19,大阪府 八尾市龍華町2-1-20-106 ,072-999-4717,14,276,https://tabelog.com/osaka/A2707/A270705/27019551/dtlmenu,https://tabelog.com/osaka/A2707/A270705/27019551/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270705/27019551/dtlphotolst/4/smp2
パティスリーチェルモ 松原店,（CHELMO）,https://tabelog.com/osaka/A2708/A270801/27044379/,無休,河内松原駅,ケーキ,￥1000～￥1999,～￥999,3.19,大阪府 松原市阿保5-15-4 ,072-337-2541,11,142,https://tabelog.com/osaka/A2708/A270801/27044379/dtlmenu,https://tabelog.com/osaka/A2708/A270801/27044379/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2708/A270801/27044379/dtlphotolst/4/smp2
patisserie and cafe SAVORY,（パティスリー アンド カフェ サヴォリー）,https://tabelog.com/osaka/A2708/A270801/27118008/,火曜日、水曜日（不定休あり）,河内天美駅,ケーキ,￥5000～￥5999,￥1000～￥1999,3.18,大阪府 松原市天美南3-14-11 メゾンあすかⅡ1F,-,14,618,https://tabelog.com/osaka/A2708/A270801/27118008/dtlmenu,https://tabelog.com/osaka/A2708/A270801/27118008/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2708/A270801/27118008/dtlphotolst/4/smp2
パティスリーラファン 野江駅前店,,https://tabelog.com/osaka/A2701/A270305/27060555/,なし,野江駅,ケーキ,-,～￥999,3.18,大阪府 大阪市城東区成育2-2-23 ,06-6932-7798,10,122,https://tabelog.com/osaka/A2701/A270305/27060555/dtlmenu,https://tabelog.com/osaka/A2701/A270305/27060555/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270305/27060555/dtlphotolst/4/smp2
パティスリー グランディール,（patisserie GRANDIR）,https://tabelog.com/osaka/A2707/A270702/27015705/,不定休,樟葉駅,ケーキ,-,～￥999,3.17,大阪府 枚方市東船橋1-1 ,072-855-5099,21,202,https://tabelog.com/osaka/A2707/A270702/27015705/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27015705/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27015705/dtlphotolst/4/smp2
パティスリー ナナ,（PATISSERIE NANA 【旧店名】 お菓子の工房 ワーフル 狭山店）,https://tabelog.com/osaka/A2708/A270802/27051367/,無休,金剛駅,ケーキ,-,￥3000～￥3999,3.17,大阪府 大阪狭山市西山台2丁13-18 ,072-366-8118,18,166,https://tabelog.com/osaka/A2708/A270802/27051367/dtlmenu,https://tabelog.com/osaka/A2708/A270802/27051367/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2708/A270802/27051367/dtlphotolst/4/smp2
パティスリー ラ フェーヴ,（Patisserie la feve）,https://tabelog.com/osaka/A2701/A270305/27068210/,火曜,放出駅,ケーキ スイーツ（その他）,-,￥1000～￥1999,3.17,大阪府 大阪市鶴見区放出東2-3-24 グランベル北田 1F,06-6967-5506,13,297,https://tabelog.com/osaka/A2701/A270305/27068210/dtlmenu,https://tabelog.com/osaka/A2701/A270305/27068210/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270305/27068210/dtlphotolst/4/smp2
パティスリー ハシモト,（Hashimoto）,https://tabelog.com/osaka/A2707/A270703/27059979/,月曜日※祝日の場合は振り替え,河内花園駅,ケーキ 洋菓子（その他）,-,～￥999,3.17,大阪府 東大阪市菱屋東1-1-31 フローラ21,072-962-1339,8,95,https://tabelog.com/osaka/A2707/A270703/27059979/dtlmenu,https://tabelog.com/osaka/A2707/A270703/27059979/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270703/27059979/dtlphotolst/4/smp2
パティスリーリアン,,https://tabelog.com/osaka/A2701/A270404/27091558/,水曜日,あびこ駅,ケーキ カフェ,-,～￥999,3.16,大阪府 大阪市住吉区苅田3-17-24 ハイツ粟新1F,06-6691-0689,16,277,https://tabelog.com/osaka/A2701/A270404/27091558/dtlmenu,https://tabelog.com/osaka/A2701/A270404/27091558/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270404/27091558/dtlphotolst/4/smp2
パティスリー シエル・ヴァン,（Ciel Vent）,https://tabelog.com/osaka/A2708/A270801/27015197/,水曜日,古市駅,ケーキ,～￥999,～￥999,3.16,大阪府 藤井寺市野中2-54-1 ,072-952-6040,11,121,https://tabelog.com/osaka/A2708/A270801/27015197/dtlmenu,https://tabelog.com/osaka/A2708/A270801/27015197/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2708/A270801/27015197/dtlphotolst/4/smp2
パティスリー･ニーナ,（patisserie niina）,https://tabelog.com/osaka/A2701/A270205/27097877/,水曜日･日曜日、不定休(SNSにて告知),鶴橋駅,ケーキ マカロン 洋菓子（その他）,-,～￥999,3.16,大阪府 大阪市生野区鶴橋1-3-2 ,06-4302-5822,8,565,https://tabelog.com/osaka/A2701/A270205/27097877/dtlmenu,https://tabelog.com/osaka/A2701/A270205/27097877/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270205/27097877/dtlphotolst/4/smp2
パティスリー ミヨシ,（PÂTISSERIE MIYOSHI ）,https://tabelog.com/osaka/A2701/A270304/27110365/,水曜日（+不定休）,城北公園通駅,ケーキ 洋菓子（その他） チョコレート,～￥999,～￥999,3.15,大阪府 大阪市都島区毛馬町1-5-15 ,-,11,623,https://tabelog.com/osaka/A2701/A270304/27110365/dtlmenu,https://tabelog.com/osaka/A2701/A270304/27110365/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270304/27110365/dtlphotolst/4/smp2
パティスリー ラ プリュム,（Patisserie La Plume）,https://tabelog.com/osaka/A2706/A270604/27054047/,火曜日,ＪＲ総持寺駅,ケーキ,￥1000～￥1999,￥1000～￥1999,3.15,大阪府 茨木市西河原2-8-2 パークハイツミシマⅡ　１Ｆ,072-657-8966,10,258,https://tabelog.com/osaka/A2706/A270604/27054047/dtlmenu,https://tabelog.com/osaka/A2706/A270604/27054047/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270604/27054047/dtlphotolst/4/smp2
パティスリーカリオン,,https://tabelog.com/osaka/A2707/A270702/27056019/,不定休,郡津駅,ケーキ,-,～￥999,3.15,大阪府 枚方市香里ヶ丘3-11-1 CONOBA香里ヶ丘A棟　１Ｆ,072-854-0555,9,120,https://tabelog.com/osaka/A2707/A270702/27056019/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27056019/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27056019/dtlphotolst/4/smp2
パティスリーブルボン,（Patisserie Bourbon）,https://tabelog.com/osaka/A2707/A270701/27040279/,水曜日,西三荘駅,ケーキ カフェ・喫茶（その他）,～￥999,～￥999,3.15,大阪府 守口市西郷通2-6-14 ,06-6998-7310,8,127,https://tabelog.com/osaka/A2707/A270701/27040279/dtlmenu,https://tabelog.com/osaka/A2707/A270701/27040279/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270701/27040279/dtlphotolst/4/smp2
パティスリー・シャンピェール 阪急千里山店,,https://tabelog.com/osaka/A2706/A270602/27114976/,-,千里山駅,ケーキ 洋菓子（その他）,-,～￥999,3.14,大阪府 吹田市千里山西5-1-3 ,06-6192-7233,6,160,https://tabelog.com/osaka/A2706/A270602/27114976/dtlmenu,https://tabelog.com/osaka/A2706/A270602/27114976/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270602/27114976/dtlphotolst/4/smp2
パティスリー ニコリ,（patisserie nicori）,https://tabelog.com/osaka/A2705/A270501/27058460/,木曜日 ※変更の場合はSNSにて告知,初芝駅,洋菓子（その他） カフェ,-,￥1000～￥1999,3.13,大阪府 堺市中区大野芝街593-10 アメニティー白鷺 1Ｆ,072-235-3050,9,273,https://tabelog.com/osaka/A2705/A270501/27058460/dtlmenu,https://tabelog.com/osaka/A2705/A270501/27058460/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270501/27058460/dtlphotolst/4/smp2
パティスリー アミ,（patisserie amie）,https://tabelog.com/osaka/A2707/A270702/27084339/,水曜日・木曜日、不定休(SNSにて告知),香里園駅,ケーキ カフェ,￥2000～￥2999,～￥999,3.13,大阪府 寝屋川市香里南之町20-10 ,072-835-1977,8,253,https://tabelog.com/osaka/A2707/A270702/27084339/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27084339/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27084339/dtlphotolst/4/smp2
パティスリー ルクール,（patisserie Le coeur）,https://tabelog.com/osaka/A2707/A270702/27087983/,不定休,牧野駅,ケーキ,-,～￥999,3.13,大阪府 枚方市牧野阪1-17-5 ,072-867-8611,7,102,https://tabelog.com/osaka/A2707/A270702/27087983/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27087983/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27087983/dtlphotolst/4/smp2
パティスリー・ナトゥーラ,（Patisserie natura）,https://tabelog.com/osaka/A2701/A270205/27078365/,不定休,大阪上本町駅,ケーキ,～￥999,～￥999,3.12,大阪府 大阪市天王寺区筆ヶ崎町5-38 ロイヤルパークス桃坂 1F,06-4305-2277,30,1243,https://tabelog.com/osaka/A2701/A270205/27078365/dtlmenu,https://tabelog.com/osaka/A2701/A270205/27078365/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270205/27078365/dtlphotolst/4/smp2
パティスリーブルス 本店,,https://tabelog.com/osaka/A2707/A270705/27011201/,年中無休,志紀駅,ケーキ,-,～￥999,3.11,大阪府 八尾市天王寺屋7丁目54 ,072-948-1448,16,309,https://tabelog.com/osaka/A2707/A270705/27011201/dtlmenu,https://tabelog.com/osaka/A2707/A270705/27011201/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270705/27011201/dtlphotolst/4/smp2
パティスリー タイカイ,（Taikai）,https://tabelog.com/osaka/A2706/A270603/27091768/,水曜日、不定休（公式サイトにて告知）,池田駅,ケーキ,～￥999,￥2000～￥2999,3.11,大阪府 池田市城南3-1-8 NDS IKEDA 南棟 1F,072-752-5151,15,371,https://tabelog.com/osaka/A2706/A270603/27091768/dtlmenu,https://tabelog.com/osaka/A2706/A270603/27091768/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270603/27091768/dtlphotolst/4/smp2
パティスリーアルモンド 放出駅前店,（【旧：アルモンド洋菓子店】）,https://tabelog.com/osaka/A2701/A270305/27042015/,火曜日,放出駅,ケーキ 喫茶店,-,～￥999,3.11,大阪府 大阪市鶴見区放出東3-21-40-103 ,06-6965-6645,13,215,https://tabelog.com/osaka/A2701/A270305/27042015/dtlmenu,https://tabelog.com/osaka/A2701/A270305/27042015/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270305/27042015/dtlphotolst/4/smp2
パティスリー ド タブロオ,（PATISSERIE de Tableaux）,https://tabelog.com/osaka/A2705/A270501/27058303/,火曜日(祝日の場合は営業),深井駅,ケーキ,-,￥2000～￥2999,3.11,大阪府 堺市中区深井水池町3147 ,072-270-5992,8,176,https://tabelog.com/osaka/A2705/A270501/27058303/dtlmenu,https://tabelog.com/osaka/A2705/A270501/27058303/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270501/27058303/dtlphotolst/4/smp2
パティスリー ア・ピエ,,https://tabelog.com/osaka/A2707/A270705/27055629/,毎週月曜日と第３日曜日,柏原駅,ケーキ,-,～￥999,3.11,大阪府 柏原市清州1-4-9 ＵＴＯＰＩＡ　ＫＡＳＨＩＷＡＲＡ　１０３,072-970-5212,7,170,https://tabelog.com/osaka/A2707/A270705/27055629/dtlmenu,https://tabelog.com/osaka/A2707/A270705/27055629/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270705/27055629/dtlphotolst/4/smp2
パティスリー シエール,,https://tabelog.com/osaka/A2706/A270604/27076573/,不定休,高槻駅,ケーキ,-,￥1000～￥1999,3.11,大阪府 高槻市西真上1-32-10 YDビル 1F,072-685-6060,6,97,https://tabelog.com/osaka/A2706/A270604/27076573/dtlmenu,https://tabelog.com/osaka/A2706/A270604/27076573/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270604/27076573/dtlphotolst/4/smp2
パティスリーブルス 西店,,https://tabelog.com/osaka/A2707/A270705/27062477/,年中無休,志紀駅,ケーキ,-,～￥999,3.11,大阪府 八尾市志紀町1-11-2 ,072-949-6238,6,149,https://tabelog.com/osaka/A2707/A270705/27062477/dtlmenu,https://tabelog.com/osaka/A2707/A270705/27062477/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270705/27062477/dtlphotolst/4/smp2
パティスリーモンシェール ファクトリーショップ,（Patisserie Moncheｒ Factory Shop）,https://tabelog.com/osaka/A2706/A270603/27071610/,不定休,北千里駅,ケーキ,-,～￥999,3.10,大阪府 箕面市船場東2-7-44 ,072-749-4499,44,1617,https://tabelog.com/osaka/A2706/A270603/27071610/dtlmenu,https://tabelog.com/osaka/A2706/A270603/27071610/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270603/27071610/dtlphotolst/4/smp2
パティスリー エピソード,（Patisserie Episode）,https://tabelog.com/osaka/A2705/A270502/27109323/,火曜日、不定休,和泉府中駅,ケーキ 洋菓子（その他）,-,～￥999,3.10,大阪府 和泉市府中町1-21-28 ,0725-40-0140,13,370,https://tabelog.com/osaka/A2705/A270502/27109323/dtlmenu,https://tabelog.com/osaka/A2705/A270502/27109323/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270502/27109323/dtlphotolst/4/smp2
パティスリーgigi,（ジジ）,https://tabelog.com/osaka/A2706/A270601/27059688/,月曜・火曜日,服部天神駅,ケーキ,-,～￥999,3.10,大阪府 豊中市服部本町2-2-35 ,06-6864-0608,13,307,https://tabelog.com/osaka/A2706/A270601/27059688/dtlmenu,https://tabelog.com/osaka/A2706/A270601/27059688/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270601/27059688/dtlphotolst/4/smp2
パティスリー・フロンティア,（Patisserie FRONTIER）,https://tabelog.com/osaka/A2705/A270504/27042222/,水曜（祝日の場合は営業）,和泉鳥取駅,ケーキ,-,～￥999,3.10,大阪府 阪南市自然田491-1 ,072-471-2233,11,179,https://tabelog.com/osaka/A2705/A270504/27042222/dtlmenu,https://tabelog.com/osaka/A2705/A270504/27042222/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270504/27042222/dtlphotolst/4/smp2
パティスリー プリュスプリュス,（PATISSERIE Plus+）,https://tabelog.com/osaka/A2701/A270203/27076143/,水曜,帝塚山三丁目駅,洋菓子（その他）,-,～￥999,3.10,大阪府 大阪市住吉区帝塚山中2-1-10 プロスピリティー 1F,06-6657-5788,9,480,https://tabelog.com/osaka/A2701/A270203/27076143/dtlmenu,https://tabelog.com/osaka/A2701/A270203/27076143/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270203/27076143/dtlphotolst/4/smp2
パティスリー・ラボ・ツジ,,https://tabelog.com/osaka/A2701/A270203/27092529/,日・祝、土曜不定休,阿倍野駅,ケーキ,-,～￥999,3.10,大阪府 大阪市阿倍野区松崎町3-16-3 ,06-6629-2120,8,267,https://tabelog.com/osaka/A2701/A270203/27092529/dtlmenu,https://tabelog.com/osaka/A2701/A270203/27092529/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270203/27092529/dtlphotolst/4/smp2
パティスリー カフェ デリーモ  梅田店,（PATISSERIE&CAFE DELIMMO）,https://tabelog.com/osaka/A2701/A270101/27113734/,施設に準じる,西梅田駅,カフェ,￥1000～￥1999,￥1000～￥1999,3.09,大阪府 大阪市北区梅田2-2-22 ハービスPLAZA ENT 2F,06-6346-4877,54,4264,https://tabelog.com/osaka/A2701/A270101/27113734/dtlmenu,https://tabelog.com/osaka/A2701/A270101/27113734/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270101/27113734/dtlphotolst/4/smp2
パティスリー プラリンチュ,（Patissrie Pralientje）,https://tabelog.com/osaka/A2705/A270502/27089413/,月火（事前予約で定休日でもお渡し可能）,和泉中央駅,ケーキ,-,～￥999,3.09,大阪府 和泉市はつが野1-44-4 ,0725-92-8910,11,314,https://tabelog.com/osaka/A2705/A270502/27089413/dtlmenu,https://tabelog.com/osaka/A2705/A270502/27089413/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270502/27089413/dtlphotolst/4/smp2
パティスリー ハナハナ,,https://tabelog.com/osaka/A2708/A270802/27017682/,月曜定休日(月曜祝日またはイベント時は翌日休業),富田林駅,ケーキ,～￥999,～￥999,3.09,大阪府 南河内郡河南町山城482-1 ,0721-93-1520,11,150,https://tabelog.com/osaka/A2708/A270802/27017682/dtlmenu,https://tabelog.com/osaka/A2708/A270802/27017682/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2708/A270802/27017682/dtlphotolst/4/smp2
パティスリー グレーヌ・ド・アッシュ,,https://tabelog.com/osaka/A2708/A270803/27056411/,毎週水曜日,三日市町駅,ケーキ スイーツ（その他）,-,～￥999,3.09,大阪府 河内長野市三日市町139-1-106 グランドール木下1F,0721-55-3973,9,337,https://tabelog.com/osaka/A2708/A270803/27056411/dtlmenu,https://tabelog.com/osaka/A2708/A270803/27056411/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2708/A270803/27056411/dtlphotolst/4/smp2
パティスリー&カフェ イチブル,（ICHIBURU）,https://tabelog.com/osaka/A2701/A270201/27107617/,不定休,西大橋駅,ケーキ カフェ ハンバーグ,￥1000～￥1999,～￥999,3.09,大阪府 大阪市西区新町2-13-3 1F,06-6616-9511,8,252,https://tabelog.com/osaka/A2701/A270201/27107617/dtlmenu,https://tabelog.com/osaka/A2701/A270201/27107617/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270201/27107617/dtlphotolst/4/smp2
